sector,category,id,name,unit,factor,uncertainty,source,year,region,date_accessed,description,source_link
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.367,10,ADEME,2014,AR,2021/08/13,Emission Intensity of Grid Mix. Argentina. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,1.01,10,ADEME,2014,EE,2021/08/13,Emission Intensity of Grid Mix. Estonia. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.15,10,ADEME,2014,NZ,2021/08/13,Emission Intensity of Grid Mix. New Zealand. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.804,10,ADEME,2014,KH,2021/08/13,Emission Intensity of Grid Mix. Cambodia. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.255,10,ADEME,2014,PT,2021/08/13,Emission Intensity of Grid Mix. Portugal. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.762,10,ADEME,2014,GI,2021/08/13,Emission Intensity of Grid Mix. Gibraltar. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.718,10,ADEME,2014,MA,2021/08/13,Emission Intensity of Grid Mix. Morocco. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.197,10,ADEME,2014,SK,2021/08/13,Emission Intensity of Grid Mix. Slovakia. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.403,10,ADEME,2014,KZ,2021/08/13,Emission Intensity of Grid Mix. Kazakhstan. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.533,10,ADEME,2014,KR,2021/08/13,Emission Intensity of Grid Mix. South Korea. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.709,10,ADEME,2014,ID,2021/08/13,Emission Intensity of Grid Mix. Indonesia. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.46,10,ADEME,2014,NI,2021/08/13,Emission Intensity of Grid Mix. Nicaragua. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.589,10,ADEME,2014,DO,2021/08/13,Emission Intensity of Grid Mix. Dominican Republic. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.702,15,ADEME,2018,FR,2021/08/13,Emission Intensity for Average Grid Mix Consumption. Overseas Departments & Territories. Guadeloupe. Updated 2018. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.337,10,ADEME,2014,LT,2021/08/13,Emission Intensity of Grid Mix. Lithuania. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.286,10,ADEME,2014,GT,2021/08/13,Emission Intensity of Grid Mix. Guatemala. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.176,10,ADEME,2014,CO,2021/08/13,Emission Intensity of Grid Mix. Colombia. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.264,10,ADEME,2014,VE,2021/08/13,Emission Intensity of Grid Mix. Venezuela. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.298,10,ADEME,2014,PA,2021/08/13,Emission Intensity of Grid Mix. Panama. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.72,10,ADEME,2014,BJ,2021/08/13,Emission Intensity of Grid Mix. Benin. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.22,10,ADEME,2014,BE,2021/08/13,Emission Intensity of Grid Mix. Belgium. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.637,10,ADEME,2014,SN,2021/08/13,Emission Intensity of Grid Mix. Senegal. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.481,10,ADEME,2014,PH,2021/08/13,Emission Intensity of Grid Mix. The Philippines. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.566,10,ADEME,2014,JO,2021/08/13,Emission Intensity of Grid Mix. Jordan. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.912,10,ADEME,2014,IN,2021/08/13,Emission Intensity of Grid Mix. India. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.41,10,ADEME,2014,CL,2021/08/13,Emission Intensity of Grid Mix. Chile. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.66,10,ADEME,2014,ZW,2021/08/13,Emission Intensity of Grid Mix. Zimbabwe. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.142,10,ADEME,2014,CG,2021/08/13,Emission Intensity of Grid Mix. Congo. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.84,15,ADEME,2018,FR,2021/08/13,Emission Intensity for Average Grid Mix Consumption. Overseas Departments & Territories. Martinique Island. Updated in 2018. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.938,15,ADEME,2018,FR,2021/08/13,Emission Intensity for Average Grid Mix Consumption. Overseas Departments & Territories. French Polynesia (excluding Tahiti). Updated in 2018. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.689,10,ADEME,2014,IL,2021/08/13,Emission Intensity of Grid Mix. Israel. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix-fuel-combustion,Grid Mix,kg-CO2e/kwh,0.423,10,ADEME,2014,BO,2021/08/13,Emission Intensity of Grid Mix. Bolivia. Updated 2014. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie. Manufactured in France. Provided by the IEA.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.65344,,EPA,2018,US-CO,2021/07/23,Emission Intensity of Colorado's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.83382,,EPA,2018,US-IN,2021/07/23,Emission Intensity of Indiana's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.81685,,EPA,2018,US-MO,2021/07/23,Emission Intensity of Missouri's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.39038,,EPA,2018,US-IL,2021/07/23,Emission Intensity of the Illinois Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.761,,CT,2018,ID,2021/07/30,Emission Intensity of Indonesia's Power Sector. Available in the Climate Transparency Report 2019. Includes Production Fuel Mix Factor.,https://www.climate-transparency.org/g20-climate-performance/g20report2019
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.23947,,EPA,2018,US-NJ,2021/07/23,Emission Intensity of New Jersey's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.55556,,EPA,2018,US-MT,2021/07/23,Emission Intensity of Montana's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.03895,,AIB,2019,FR,2021/07/30,Emission Intensity of France's Power Sector. Published by the Association of Issuing Bodies (AIB) 2019. Includes Production Fuel Mix & Residual Mix Factors.,https://www.aib-net.org/
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.27315,,AIB,2019,HR,2021/07/30,Emission Intensity of Croatia's Power Sector. Published by the Association of Issuing Bodies (AIB) 2019. Includes Production Fuel Mix & Residual Mix Factors.,https://www.aib-net.org/
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.313,,CT,2018,AR,2021/07/30,Emission Intensity of Argentina's Power Sector. Available in the Climate Transparency Report 2019. Includes Production Fuel Mix Factor.,https://www.climate-transparency.org/g20-climate-performance/g20report2019
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.47525,,EPA,2018,US-KS,2021/07/23,Emission Intensity of the Kansas Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.35576,,EPA,2018,US-NV,2021/07/23,Emission Intensity of Nevada's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.0785,10,ADEME,2008,FR,2021/08/20,Emission Intensity for Average Grid Mix Consumption. Continental France. 2008. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.325,,AIB,2019,RU,2021/07/30,Emission Intensity of Russia's Power Sector. Available in the Climate Transparency Report 2019. Includes Production Fuel Mix Factor.,https://www.aib-net.org/
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.0017,,UNFCCC,2018,CA-QC,2021/07/30,Emission Intensity of Quebec's Energy Grid Mix. Published in the UN Framework Convention on Climate Change 2020. Includes Generation & New Brunswick T&D Factors.,https://data.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/Emission_Factors.pdf
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.1051,,MfE,2018,NZ,2021/09/10,"Emission Intensity of New Zealand's Power Sector. Published by New Zealand's Ministry for the Environment. Based on the 2018 national inventory which is based on 2016 data. Includes Production Fuel Mix Factor, Generation Factor & Transmission and Distribution.",https://www.mfe.govt.nz/node/18670/
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.14582,,EPA,2018,US-NH,2021/07/23,Emission Intensity of New Hampshire's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.0573,10,ADEME,2016,FR,2021/08/20,Emission Intensity for Average Grid Mix Consumption. Continental France. 2016. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.45322,,EPA,2018,US,2021/07/23,"Emission Intensity of the US Power Sector. Published on the EPA's eGrid in 2018. Includes Production Fuel Mix Factor, Generation, and Distribution factor.",https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.42603,,EPA,2018,US-OK,2021/07/23,Emission Intensity of Oklahoma's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,1.12,,DISER,2018,AU-VIC,2021/07/30,Emission Intensity of Victoria's Energy Grid Mix. Published by the Australian Government 2019. Includes Generation & T&D Factors.,https://www.industry.gov.au/data-and-publications/national-greenhouse-accounts-factors-2019
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.76253,,AIB,2019,RS,2021/07/30,Emission Intensity of Serbia's Power Sector. Published by the Association of Issuing Bodies (AIB) 2019. Includes Production Fuel Mix & Residual Mix Factors.,https://www.aib-net.org/
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.19961,,EPA,2018,US-NY,2021/07/23,Emission Intensity of New York's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.54901,,AIB,2019,GR,2021/07/30,Emission Intensity of Greece's Power Sector. Published by the Association of Issuing Bodies (AIB) 2019. Includes Production Fuel Mix & Residual Mix Factors.,https://www.aib-net.org/
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.31011,,AIB,2019,RO,2021/07/30,Emission Intensity of Romania's Power Sector. Published by the Association of Issuing Bodies (AIB) 2019. Includes Production Fuel Mix & Residual Mix Factors.,https://www.aib-net.org/
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.34997,,EPA,2018,US-MA,2021/07/23,Emission Intensity of the Massachusetts Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.20981,,EPA,2018,US-DC,2021/07/23,Emission Intensity of the Washington DC's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.87534,,EPA,2018,US-KY,2021/07/23,Emission Intensity of Kentucky's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.25298,,AIB,2019,HU,2021/07/30,Emission Intensity of Hungary's Power Sector. Published by the Association of Issuing Bodies (AIB) 2019. Includes Production Fuel Mix & Residual Mix Factors.,https://www.aib-net.org/
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.41405,,EPA,2018,US-AL,2021/07/23,Emission Intensity of Alabama's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.35425,,EPA,2018,US-VA,2021/07/23,Emission Intensity of Virginia's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.15444,,AIB,2019,DK,2021/07/30,Emission Intensity of Denmark's Power Sector. Published by the Association of Issuing Bodies (AIB) 2019. Includes Production Fuel Mix & Residual Mix Factors.,https://www.aib-net.org/
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.22026,,AIB,2019,ES,2021/07/30,Emission Intensity of Spain's Power Sector. Published by the Association of Issuing Bodies (AIB) 2019. Includes Production Fuel Mix & Residual Mix Factors.,https://www.aib-net.org/
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.9,,DISER,2018,AU-ACT,2021/07/30,Emission Intensity of Australian Capital Territory's Energy Grid Mix. Published by the Australian Government 2019. Includes Generation & T&D Factors.,https://www.industry.gov.au/data-and-publications/national-greenhouse-accounts-factors-2019
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.40026,,EPA,2018,US-LA,2021/07/23,Emission Intensity of Louisiana's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.13939,,AIB,2019,LU,2021/07/30,Emission Intensity of Luxemburg's Power Sector. Published by the Association of Issuing Bodies (AIB) 2019. Includes Production Fuel Mix & Residual Mix Factors.,https://www.aib-net.org/
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.46898,,EPA,2018,US-TX,2021/07/23,Emission Intensity of the Texas Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.0014,,UNFCCC,2018,CA-MB,2021/07/30,Emission Intensity of Manitoba's Energy Grid Mix. Published in the UN Framework Convention on Climate Change 2020. Includes Generation & T&D Factors.,https://data.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/Emission_Factors.pdf
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.89,,UNFCCC,2018,CA-NU,2021/07/30,Emission Intensity of Nunavut's Energy Grid Mix. Published in the UN Framework Convention on Climate Change 2020. Includes Generation & T&D Factors.,https://data.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/Emission_Factors.pdf
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.63421,,EPA,2018,US-OH,2021/07/23,Emission Intensity of Ohio's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.079,,UNFCCC,2018,CA-YT,2021/07/30,Emission Intensity of Yukon Territory's Energy Grid Mix. Published in the UN Framework Convention on Climate Change 2020. Includes Generation & T&D Factors.,https://data.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/Emission_Factors.pdf
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.01182,,AIB,2019,CH,2021/07/30,Emission Intensity of Switzerland's Power Sector. Published by the Association of Issuing Bodies (AIB) 2019. Includes Production Fuel Mix & Residual Mix Factors.,https://www.aib-net.org/
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.67729,,AIB,2019,CY,2021/07/30,Emission Intensity of Cyprus' Power Sector. Published by the Association of Issuing Bodies (AIB) 2019. Includes Production Fuel Mix & Residual Mix Factors.,https://www.aib-net.org/
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.66583,,EPA,2018,US-WI,2021/07/23,Emission Intensity of Wisconsin's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.40115,,EPA,2018,US-MD,2021/07/23,Emission Intensity of Maryland's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.5,,CT,2018,KR,2021/07/30,Emission Intensity of Korea (Republic)'s Power Sector. Available in the Climate Transparency Report 2019. Includes Production Fuel Mix Factor.,https://www.climate-transparency.org/g20-climate-performance/g20report2019
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.71,,UNFCCC,2018,CA-SK,2021/07/30,Emission Intensity of Saskatchewan's Energy Grid Mix. Published in the UN Framework Convention on Climate Change 2020. Includes Generation & T&D Factors.,https://data.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/Emission_Factors.pdf
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.9833,,EPA,2018,US-WY,2021/07/23,Emission Intensity of Wyoming's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.20113,,EPA,2018,US-CA,2021/07/23,Emission Intensity of California's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.51378,,EPA,2018,US-IA,2021/07/23,Emission Intensity of Iowa's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.67598,,EPA,2018,US-NE,2021/07/23,Emission Intensity of Nebraska's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.6387,,EPA,2018,US-NM,2021/07/23,Emission Intensity of New Mexico's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.928,,CT,2018,ZA,2021/07/30,Emission Intensity of South Africa's Power Sector. Available in the Climate Transparency Report 2019. Includes Production Fuel Mix Factor.,https://www.climate-transparency.org/g20-climate-performance/g20report2019
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.13,,UNFCCC,2020,CA,2021/07/30,Emission Intensity of Canada's Power Sector. Published by UN Framework Convention on Climate Change. Published in 2020 (based on 2018 data). Includes Generation and Distribution Factor.,https://data.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/Emission_Factors.pdf
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.72328,,AIB,2019,EE,2021/07/30,Emission Intensity of Estonia's Power Sector. Published by the Association of Issuing Bodies (AIB) 2019. Includes Production Fuel Mix & Residual Mix Factors.,https://www.aib-net.org/
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.71,,DISER,2018,AU-NT,2021/07/30,Emission Intensity of the Northern Territory Energy Grid Mix. Published by the Australian Government 2019. Includes Generation & T&D Factors.,https://www.industry.gov.au/data-and-publications/national-greenhouse-accounts-factors-2019
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.4,,UNFCCC,2018,CA-NB,2021/07/30,Emission Intensity of New Brunswick Energy Grid Mix. Published in the UN Framework Convention on Climate Change 2020. Includes Generation & T&D Factors.,https://data.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/Emission_Factors.pdf
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.38342,,EPA,2018,US-NC,2021/07/23,Emission Intensity of North Carolina's Energy Grid Mix. Available in the EPA's eGrid 2020. Includes Generation & T&D Factors.,https://www.epa.gov/egrid
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.0609,10,ADEME,2015,FR,2021/08/20,Emission Intensity for Average Grid Mix Consumption. Continental France. 2015. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.481,,CT,2018,TR,2021/07/30,Emission Intensity of Turkey's Power Sector. Available in the Climate Transparency Report 2019. Includes Production Fuel Mix Factor.,https://www.climate-transparency.org/g20-climate-performance/g20report2019
Energy,Electricity,grid-mix,Grid Mix,kg-CO2e/kwh,0.76,,UNFCCC,2018,CA-NS,2021/07/30,Emission Intensity of Nova Scotia's Energy Grid Mix. Published in the UN Framework Convention on Climate Change 2020. Includes Generation & T&D Factors.,https://data.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/Emission_Factors.pdf
